timestamp,household_id,hour,day_of_week,is_weekend,day_type,temperature,price,irradiance,occupancy,demand,solar
2026-01-01 00:00:00,H000,0,3,0,mild,0.28449281129938186,0.12234546861533192,0.0,1,3.0825088474812254,0.0
2026-01-01 01:00:00,H000,1,3,0,mild,-0.03993180112149103,0.11603863016074717,0.0,1,3.1286456017519058,0.0
2026-01-01 02:00:00,H000,2,3,0,mild,0.8531191814556867,0.12089095401969956,0.0,1,3.1124493716223975,0.0
2026-01-01 03:00:00,H000,3,3,0,mild,1.3529254589694257,0.12103934462849092,0.0,1,3.0892924959812063,0.0
2026-01-01 04:00:00,H000,4,3,0,mild,1.831258065703237,0.120696761091483,0.0,1,3.300963916024264,0.0
2026-01-01 05:00:00,H000,5,3,0,mild,3.005300541594589,0.1178569457459209,0.0,1,3.7102234698537364,0.0
2026-01-01 06:00:00,H000,6,3,0,mild,4.42373534467214,0.18142149876273536,0.0,1,4.1829155163552185,0.0
2026-01-01 07:00:00,H000,7,3,0,mild,4.453236133891648,0.1819696608259015,0.0,1,4.617212510742423,0.0
2026-01-01 08:00:00,H000,8,3,0,mild,5.400335999412446,0.18236125381122734,0.0,1,4.108724585426763,0.0
2026-01-01 09:00:00,H000,9,3,0,mild,6.797807052493985,0.17753795304494485,0.26787840265556284,0,1.998921413853029,1.2364451606006555
2026-01-01 10:00:00,H000,10,3,0,mild,7.320482109660106,0.1812383427808095,0.4949747468305833,0,1.9242632828483803,2.30864719043989
2026-01-01 11:00:00,H000,11,3,0,mild,7.64347061851384,0.18569037894796184,0.6467156727579007,0,1.8352732151593085,2.770030236177869
2026-01-01 12:00:00,H000,12,3,0,mild,7.447861574831711,0.17773879150692753,0.7,0,1.8616256321026763,3.141967289976834
2026-01-01 13:00:00,H000,13,3,0,mild,7.129998241627836,0.17755256914510367,0.6467156727579007,0,1.986198580176342,3.0407131928741826
2026-01-01 14:00:00,H000,14,3,0,mild,7.008338758062579,0.18102345592444993,0.4949747468305833,0,1.9257445556366972,2.112749460639866
2026-01-01 15:00:00,H000,15,3,0,mild,6.533235618590769,0.18248154974710806,0.2678784026555629,0,1.9043613898569787,1.1520271490724914
2026-01-01 16:00:00,H000,16,3,0,mild,5.6966410680440145,0.30436060223147193,8.572527594031472e-17,0,2.032469921963123,3.876061076227096e-16
2026-01-01 17:00:00,H000,17,3,0,mild,4.731230133081056,0.30816050749976887,0.0,1,4.519636218630132,0.0
2026-01-01 18:00:00,H000,18,3,0,mild,4.051703195658217,0.29742852733075115,0.0,1,6.483527461801174,0.0
2026-01-01 19:00:00,H000,19,3,0,mild,2.5961110501866522,0.30144741724572954,0.0,1,5.845832272884205,0.0
2026-01-01 20:00:00,H000,20,3,0,mild,1.9682266465790283,0.30214200148227627,0.0,1,6.654964487956837,0.0
2026-01-01 21:00:00,H000,21,3,0,mild,1.4197488912377265,0.15978151326202938,0.0,1,5.981791084336532,0.0
2026-01-01 22:00:00,H000,22,3,0,mild,0.44249859635009636,0.1554554583259424,0.0,1,4.138797152673143,0.0
2026-01-01 23:00:00,H000,23,3,0,mild,0.19719892652182724,0.16256919638297043,0.0,1,3.5389404992124702,0.0
2026-01-02 00:00:00,H000,0,4,0,rainy,-0.08262939193000512,0.11626278366386403,0.0,1,3.2138303621279385,0.0
2026-01-02 01:00:00,H000,1,4,0,rainy,-0.0024427403404280804,0.1211559521391865,0.0,1,3.205232234264573,0.0
2026-01-02 02:00:00,H000,2,4,0,rainy,-0.04847378781361955,0.12046117531783658,0.0,1,3.19460864831853,0.0
2026-01-02 03:00:00,H000,3,4,0,rainy,0.6653727983470237,0.11657108910650812,0.0,1,3.0906562150171584,0.0
2026-01-02 04:00:00,H000,4,4,0,rainy,1.3172320196290082,0.1216823535791047,0.0,1,3.3320035410808386,0.0
2026-01-02 05:00:00,H000,5,4,0,rainy,2.189257310261689,0.1231614061561047,0.0,1,3.673185256038196,0.0
2026-01-02 06:00:00,H000,6,4,0,rainy,2.1533483278309853,0.17718652488025463,0.0,1,4.45636801786231,0.0
2026-01-02 07:00:00,H000,7,4,0,rainy,3.423466919289717,0.18154135785273662,0.0,1,4.758971518406912,0.0
2026-01-02 08:00:00,H000,8,4,0,rainy,4.077916770803517,0.19155819447196415,0.0,1,4.274587361123628,0.0
2026-01-02 09:00:00,H000,9,4,0,rainy,4.656655246830951,0.1834066969205418,0.07653668647301796,0,2.1987485572379413,0.35200364722822713
2026-01-02 10:00:00,H000,10,4,0,rainy,5.202815362437466,0.1819541737539174,0.14142135623730953,0,2.0734885965907175,0.6035901355894656
2026-01-02 11:00:00,H000,11,4,0,rainy,5.093114521139904,0.1822769076614798,0.18477590650225736,0,2.1084309549140707,0.8347761859391465
2026-01-02 12:00:00,H000,12,4,0,rainy,5.04830822724402,0.17928954417977996,0.2,0,2.172867822992532,0.8604394774250541
2026-01-02 13:00:00,H000,13,4,0,rainy,5.042086230183276,0.18024562241815897,0.18477590650225736,0,2.267967752120666,0.8355263579715718
2026-01-02 14:00:00,H000,14,4,0,rainy,5.611012403391557,0.17439820442222476,0.14142135623730953,0,2.150275144231721,0.6287592451065053
2026-01-02 15:00:00,H000,15,4,0,rainy,4.6912661507353555,0.17516185238643103,0.07653668647301798,0,2.1135051433994896,0.33490250163983387
